EG	ECK	Gene	Syn	Type	Len	Ori	LeftEnd	RightEnd	Cs	MW	Protein	Function	Description	Comments	GI	SP	b#	ASAP	JW	CG	
EG14243	ECK0980	cspG	cspI	aa	70	Clockwise	1051461	1051673	22.65	7780.73	cold shock protein homolog, cold-inducible	Phenotype; Not classified	Cold shock protein G	The cspABEG deletion BX04 is cold-sensitive and forms filaments at 15C (Xia, 2001).	; 2367114	P0A978	b0990	3346	JW0974	CG53423
EG14244	ECK1148	ycgX	None	aa	134	Counterclockwise	1212703	1213107	26.13	15769.13	DUF1398 family protein	Null	DUF1398 family protein, function unknown	YbcV (DLP12), YdfO (Qin) and YcgX are paralogs of the DUF1398 family encoding phage and prophage proteins found exclusively in E. coli and Salmonella; ycgX is not annotated as being within a prophage but it is only two kilobases away from the e14 prophage and may be a misplaced e14 gene.	1787408	P75988	b1161	3897	JW1148	Null
EG14245	ECK1127	xisE	Vxis, ymfG	aa	81	Counterclockwise	1200787	1201032	25.87	9286.80	e14 prophage; putative excisionase	Phage or Prophage Related	e14 excisionase, in defective prophage	Null	; 1787387	P75970	b1141	3838	JW1127	CG83596
EG14247	ECK1129	ymfI	None	aa	113	Clockwise	1201497	1201838	25.89	12882.74	e14 prophage; uncharacterized protein	Phage or Prophage Related	Function unknown, e14 prophage	Null	87081839	P75972	b1143	3846	JW5168	Null
EG14248	ECK1130	ymfJ	None	aa	102	Counterclockwise	1201776	1202084	25.89	11458.42	e14 prophage; uncharacterized protein	Phage or Prophage Related	Function unknown, e14 prophage	Null	87081840	P75973	b1144	Null	Null	Null
EG14249	ECK1131	cohE	ymfK	aa	224	Counterclockwise	1202259	1202933	25.90	25094.65	e14 prophage; repressor protein phage e14	Phage or Prophage Related	CI-like repressor, e14 prophage	CohE(YmfK) is a V4I variant of a putative CI-like repressor protein from Shigella flexneri bacteriophage V.	1787391	P75974	b1145	3851	JW1131	Null
EG14250	ECK1133	ymfL	None	aa	185	Clockwise	1203268	1203825	25.92	20211.74	e14 prophage; putative DNA-binding transcriptional regulator	Phage or Prophage Related	Function unknown, e14 prophage	ymfL is homologous to a protein from Shigella flexneri bacteriophage V.	1787393	P75976	b1147	3860	JW1133	Null
EG14251	ECK1134	ymfM	None	aa	112	Clockwise	1203822	1204160	25.94	12155.76	e14 prophage; uncharacterized protein	Phage or Prophage Related	Function unknown, e14 prophage	Over-expression of cloned ymfM induces filamentation (Burke, 2013).	1787394	P75977	b1148	3862	JW1134	Null
EG14252	ECK1135	aaaE'	ymfN	aa	377	Clockwise	1204404	1205537	25.95	42481.74	pseudogene, phage terminase protein A family, e14 prophage	Phage or Prophage Related	Pseudogene, phage terminase protein A family, e14 prophage; C-terminal fragment	Over-expression of the cloned oweE'-aaaE'(ymfN) fusion protein encoded in the K-12 chromosome induces filamentation (Burke, 2013). Full length aaaE is represented by a 577 aa lambda terminase large subunit protein A homolog EcE22_1263 of E. coli E22 (UniProtKB: B3I766). aaaE' is a C-terminal fragment missing the first 200 aa.	1787395	P75978	b4693	3865	JW1135	Null
EG14253	ECK1137	beeE'	ymfO	aa	137	Clockwise	1205731	1206142	25.98	15217.65	pseudogene, portal protein family, e14 prophage	Phage or Prophage Related	Pseudogene, N-terminal fragment, portal protein, e14 prophage	BeeE'(YmfO)' is named after the lambda portal gene B; BeeE'(YmfO)' is a member of the Pfam PF04860 Phage_portal family. Full length BeeE(YmfO) was an HK97 family portal protein now most closely represented by a 413 aa E. coli E22 protein (UniProtKB: B3I764). Phage portal dodecamers form the capsid pore for DNA packaging and extrusion and are head-tail connectors during phage assembly.	1787397	P75980	b1151	3870	JW1137	Null
EG14254	ECK1138	jayE'	ymfP	aa	259	Clockwise	1206143	1206922	25.99	27620.91	pseudogene, e14 prophage	Phage or Prophage Related	Pseudogene, C-terminal fragment, baseplate, e14 prophage	JayE'(YmfP)' is named after the phage P2 baseplate assembly protein J; JayE'(YmfP)' is a member of the Pfam PF04865 Baseplate_J family and also matches IPR006949 Baseplate_assembly_J-like_pred.	87081842	P75981	b1152	3872	JW5170	Null
EG14255	ECK1139	ymfQ	None	aa	194	Clockwise	1206913	1207497	26.00	21643.52	prohage e14 tail protein homolog	Phage or Prophage Related	Putative baseplate or tail fiber protein, e14 prophage	YmfQ (COG3778, DUF2313) is related to many prophage proteins predicted to be tail proteins and is distantly related by psi-blast to gp15.1 (NCBI: SPO1_95,ACI90996) of B. subtilis phage SPO1 (NCBI: FJ230960).	1787399	P75982	b1153	3874	JW1139	Null
EG14256	ECK1242	yciU	None	aa	109	Counterclockwise	1306821	1307150	28.15	12687.02	UPF0263 family protein	Null	UPF0263 family protein	Null	87081860	P0A8L7	b1248	4184	JW1240	Null
EG14257	ECK1260	yciV	trpH	aa	293	Clockwise	1323220	1324101	28.51	32579.97	PHP domain protein	Putative enzyme; Not classified	PHP domain protein	YciV is a PHP (Polymerase and Histidinol Phosphatase; PF02811) domain protein; YciV also matches the PHP_HisPPase_AMP (NCBI profile cd07438) subfamily with a central insert domain that is predicted to bind AMP, however the central domain of YciV does not match the AMP-binding portion of cd07438. The trpH synonym originated in the Salmonella Genbank record U92714 and had been used for E. coli yciV based on an unpublished citation in U92714: Yang,W., Bai,Q., Skrypka,I., Zhao,G. and Somerville,R.L., The 5'-upstream regions of the trp operons of Escherichia coli and Salmonella typhimurium contain divergently oriented, TrpR-controlled transcriptional units, unpublished, 1997. However, it was subsequently shown that yciV is not regulated by TrpR using trpR mutants and the inducer indole acrylate (Khodursky, 2000).	1787520	P77766	b1266	4252	JW1258	Null
EG14258	ECK1452	yncI'	yncM	aa	351	Clockwise	1530586	1531639	32.98	39664.65	pseudogene	Null	Pseudogene reconstruction, H repeat-associated, RhsE-linked	YhhI and YdcC are intact paralogs; a full length YncI is found in strain O157:H7 (SP: Q8X7R5). An apparent frameshift at codon 247 was hypothetically reconstructed. The YncI' stop codon 330 is marked with an X and is a Glu in O157:H7.	1787731	P76119	b1459	4868; 4865	JW1453	Null
EG14259	ECK1934	intG'	None	aa	54	Clockwise	2012502	2012663	43.36	6078.94	pseudogene, phage integrase family	Null	Pseudogene, integrase homolog	Null	1788246	P76323	b1936	6445	JW5913	Null
EG14260	ECK2262	rbn	ecoZ, elaC, rnz, zipD	aa	305	Clockwise	2381608	2382525	51.31	32929.60	RNase BN, tRNA processing enzyme	Null	RNase BN, tRNA processing enzyme; matures phage T4 proline, serine and isoleucine tRNAs; zinc phosphodiesterase activity	RNase BN is required for MazF-mediated cell death after inhibition of translation (Amitai, 2009). yihY was previously thought to be rbn. Rbn can work on unstructured RNA (Shibata, 2006). Rbn has both endonuclease and exonuclease activites (Asha, 1983; Ezraty, 2005; Shibata, 2006). An RNase BN defect was originally identified in a BN mutant strain that blocked the suppression of a T4 head protein mutation by T4 tRNAs (Maisurian, 1973; Seidman, 1975). 	87082078	P0A8V0	b2268	7496	JW2263	Null
EG14261	ECK2263	elaD	None	aa	403	Clockwise	2382713	2383924	51.33	46078.21	protease, capable of cleaving an AMC-ubiquitin model substrate	Putative enzyme; Not classified	Protease, capable of cleaving an AMC-ubiquitin model substrate; physiological substrate unknown	The elaABCD genes are named, without a phenotypic explanation, in Genbank U58768. 	1788604	Q47013	b2269	7499	JW5840	Null
EG14262	ECK1282	yciW	None	aa	375	Counterclockwise	1348980	1350107	29.06	42219.91	putative oxidoreductase	Putative enzyme; Not classified	CMD superfamily protein	The YciW N-terminal domain belongs to COG4950, which is classified in the CMD superfamily (cl00460) in the NCBI CDD database; the CMD superfamily is named for carboxymuconolactone decarboxylase. The YciW C-terminal domain belongs to COG2128, which is related to TIGRfam TIGR01926, a peroxidase-related family.	87081868	P76035	b1287	4322	JW5200	Null
EG14263	ECK2297	folX	None	aa	120	Clockwise	2421325	2421687	52.17	14082.04	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase	Enzyme; Central intermediary metabolism: Pool, multipurpose conversions	Dihydroneopterin triphosphate epimerase, tetrahydromonapterin synthesis	FolX and FolM are involved in the synthesis of tetrahydromonapterin, a major pterin that can exceed folate as an end-product of pterin biosynthesis (Pribat, 2009).	; 1788641	P0AC19	b2303	7603	JW2300	CG54773
EG14264	ECK1982	cbl	None	aa	316	Counterclockwise	2059964	2060914	44.38	35855.89	ssuEADCB/tauABCD operon transcriptional activator	Regulator; Amino acid biosynthesis: Cysteine	Transcriptional activator for ssuEADCB and tauABCD	Adenosine 5'-phosphosulfate is probably a negative cofactor of Cbl, a sulfur starvation regulator. CysB regulon. LysR family.	; 1788296	Q47083	b1987	6590	JW1966	CG50175
EG14265	ECK1983	nac	None	aa	305	Counterclockwise	2061016	2061933	44.40	32835.05	nitrogen assimilation regulon transcriptional regulator; autorepressor	Regulator; Central intermediary metabolism	Repressor of gdhA transcription; RpoN, GlnG(NtrC) regulons; pleiotropic effects	LysR family. Downregulated twofold by GSNO in defined medium (aerobic).	; 1788297	Q47005	b1988	6594	JW1967	CG50182
EG14266	ECK1058	flgB	flbA	aa	138	Clockwise	1131018	1131434	24.37	15240.17	flagellar component of cell-proximal portion of basal-body rod	Structural component; Surface structures	Flagellar basal body rod subunit	Flagellar regulon.	; 1787313	P0ABW9	b1073	3641	JW1060	CG750
EG14267	ECK1059	flgC	flaW	aa	134	Clockwise	1131438	1131842	24.38	13967.93	flagellar component of cell-proximal portion of basal-body rod	Structural component; Surface structures	Flagellar basal body rod subunit	Flagellar regulon.	; 1787314	P0ABX2	b1074	3643	JW1061	CG754
EG14268	ECK1060	flgD	flaV	aa	231	Clockwise	1131854	1132549	24.38	23575.01	flagellar hook assembly protein	Putative structure; Surface structures	Flagellar basal body rod modification	Flagellar regulon.	; 1787315	P75936	b1075	3645	JW1062	CG755
EG14269	ECK1061	flgE	flaK	aa	402	Clockwise	1132574	1133782	24.40	42045.19	flagellar hook protein	Structural component; Surface structures	Flagellar hook subunit protein	Flagellar regulon.	; 1787316	P75937	b1076	3647	JW1063	CG766
EG14270	ECK1062	flgF	flaX	aa	251	Clockwise	1133802	1134557	24.43	25912.14	flagellar component of cell-proximal portion of basal-body rod	Structural component; Surface structures	Flagellar basal body rod subunit	Overexpression causes mucoidy, decreases the amount of biofilm formed, and prevents flagella formation. Flagellar regulon.	; 1787317	P75938	b1077	3649	JW1064	CG753
EG14271	ECK1063	flgG	flaL	aa	260	Clockwise	1134729	1135511	24.45	27743.89	flagellar component of cell-distal portion of basal-body rod	Structural component; Surface structures	Flagellar basal body rod major subunit	Overexpression causes a decrease in the amount of biofilm formed and prevents flagella formation. Flagellar regulon.	; 1787318	P0ABX5	b1078	3652	JW1065	CG765
EG14272	ECK1066	flgJ	flaZ	aa	313	Clockwise	1137371	1138312	24.50	34475.16	bifunctional flagellar rod assembly protein (N-terminal) and beta-N-acetylglucosaminidase (C-terminal)	Structure; Surface structures; enzyme; Murein sacculus, peptidoglycan	Flagellar rod assembly protein/beta-N-acetylglucosaminidase; bifunctional; autolysin	The C-terminal domain of the orthologous Salmonella enterica FlgJ has endolytic beta-N-acetylglucosaminidase activity, not the previously proposed FlgJ murein hydrolase or lytic transglycosylase activities; the Salmonella active site residues are Glu184 and Glu223, which correspond to Glu181 and Glu220 of E. coli K-12 FlgJ; several errors in Figure 2 are confusing: (1) in 2A Glu225 not Glu223 is boxed, (2) the S. enterica FlgJ numbering from 260 on is one too few in 2A, (3) the misnumbering led to Met300 being mislabeled as Met299 in 2B and to Asp283 being misnumbered in 2A; in addition the PubMed abstract (pmid 25248745) for this paper incorrectly notes Glu233 not Glu223, as an active site residue (Herlihey, 2014). The N-terminal rod-binding domain (Pfam PF10135) of FlgJ is required for rod assembly (Minamino, 1999; Hirano, 2001). The C-terminal domain of FlgJ is required for the autolysin activity that facilitates the rod assembly function of the N-terminal domain but the activity was misinterpreted as a murein hydrolase (Dijkstra, 1996; Nambu, 1999; Hirano, 2001). Flagellar regulon.	; 1787321	P75942	b1081	3658	JW1068	CG751
EG14273	ECK1880	flhA	flaH	aa	692	Counterclockwise	1962972	1965050	42.29	74842.82	putative flagellar export pore protein	Putative structural component; Surface structures	Flagellar export pore protein, integral membrane protein	Flagellar regulon.	; 1788187	P76298	b1879	6272	JW1868	CG768
EG14274	ECK0347	mhpD	mhpS	aa	269	Clockwise	372115	372924	8.02	28889.88	2-keto-4-pentenoate hydratase	Enzyme; Degradation of small molecules: Carbon compounds	2-keto-4-pentenoate hydratase; utilizes MHP	Null	; 87081722	P77608	b0350	1205	JW0341	CG29033
EG14275	ECK1184	ycgY	None	aa	146	Clockwise	1245160	1245600	26.83	16694.85	uncharacterized protein	Null	Function unknown	Null	1787446	P76012	b1196	4019	JW1185	Null
EG14276	ECK2340	mlaA	vacJ	aa	251	Counterclockwise	2464252	2465007	53.09	28041.60	ABC transporter maintaining OM lipid asymmetry, OM lipoprotein component	Transport; Transport of small molecules: phospholipids; Macromolecule synthesis, modification: Lipoprotein	Phospholipid import lipoprotein, outer membrane; maintains OM lipid asymmetry; required for intercellular spreading in Shigella	Mutations in any one of the mla genes confers sensitivity to SDS-EDTA and lead to accumulation of phospholipid in the outer leaflet of the OM (Malinverni, 2009). MlaABCDEF is a predicted ABC import system that maintains outer membrane lipid asymmetry, presuambly by retrograde import of phospholipids from the outer leaflet of the OM; mla defects are suppressed by overexpression of the pldA gene encoding an OM phospholipase that removes outer leaflet phospholipids under stress conditions (Malinverni, 2009). MlaA(VacJ) of Shigella is surface-exposed (Suzuki, 1994). The first 17 aa of MlaA are a type II signal peptide.	; 1788688	P76506	b2346	7745	JW2343	CG53582
EG14277	ECK0265	afuB'	fbpB	aa	115	Counterclockwise	278814	279161	6.01	12535.73	pseudogene, CP4-6 prophage; ferric iron ABC transporter permease gene fragment	Phage or Prophage Related	Pseudogene, ferric iron ABC transporter permease; C-terminal fragment; CP4-6 putative prophage remnant	afuB is homologous to an iron-uptake system gene in Actinobacillus. afuB'(fbpA') matches the last 116 aa of an intact afuB allele in O157:H7, 692 aa Z0459 (Q8X5J2). afuB is truncated by IS1B. InterPro used the gene name fbpB for afuB, but there is already an fbp gene in K-12; additional fbp genes with different mnemonics are discouraged.	1786458	P75681	b0263	900	JW0255	Null
EG14278	ECK0302	rclB	ykgB, ykgI	aa	78	Counterclockwise	318331	318567	6.86	8471.79	reactive chlorine species (RCS) stress resistance periplasmic protein	Null	Reactive chlorine species (RCS) stress resistance protein; predicted periplasmic protein	RclR is a reactive chlorine stress (RCS)-sensing transcriptional activator that up-regulates itself 10-fold and the divergent operon rcsABC more than 100-fold (Gray, 2013; Parker, 2013). An rclB deletion has increased hypochlorous acid (HOCl) sensitivity (Parker, 2013). The first 22 aa of RclB are predicted to be a type I signal peptide. DUF1471 family (Pfam PF07338).	87081716	P75687	b0303	1043	JW5039	Null
EG14279	ECK0374	yaiY	None	aa	102	Counterclockwise	399025	399333	8.60	11424.50	DUF2755 family inner membrane protein	Null	Inner membrane protein, DUF2755 family, function unknown	Null	1786577	P0AAP7	b0379	1302	JW0370	Null
